Gesture,Participant,Row,Temporality,Handedness,FrameCount,Timestamp,Dist.ThumbTip.PinkyTip,Dist.ThumbTip.IndexTip,Dist.IndexTip.MiddleTip,Dist.MiddleTip.RingTip,Dist.RingTip.PinkyTip,Dist.ThumbProximalJoint.ThumbTip,Dist.IndexKnuckle.IndexTip,Dist.MiddleKnuckle.MiddleTip,Dist.RingKnuckle.RingTip,Dist.PinkyKnuckle.PinkyTip,Dist.Palm.ThumbDistalJoint,Dist.Palm.IndexMiddleJoint,Dist.Palm.MiddleMiddleJoint,Dist.Palm.RingMiddleJoint,Dist.Palm.PinkyMiddleJoint
Nummer2,23,0,Static,Right,1,13,0.13205198723987466,0.12889196538962386,0.12134602649448388,0.018285288895721584,0.015595564048792908,0.06121704907131677,0.0892899445962421,0.043802779660656266,0.041933958482356516,0.03516136521809126,0.0898173284004818,0.09403378586976083,0.07817078660215725,0.07005617498122496,0.0656625042851703
Nummer2,23,1,Static,Right,2,37,0.13206784918745368,0.12893913471867263,0.12137807381483691,0.018273388602008212,0.015596987561705682,0.06121719831877312,0.08928806897340773,0.04387553160931499,0.041979708407753426,0.03515677387076355,0.0897950103123776,0.09402295171924777,0.0781336223273949,0.07004281230790207,0.06567244038407585
Nummer2,23,2,Static,Right,3,52,0.13208754800888692,0.12907465384032607,0.12151946821394512,0.01820636792443783,0.015582012867405778,0.061212226760672755,0.08928800988934645,0.044025450707516886,0.042123864696867526,0.03515377682411944,0.08975965793718242,0.09400380039657971,0.07803532298260828,0.0700150689351942,0.06572447706904944
Nummer2,23,3,Static,Right,4,71,0.13208293904588891,0.12910471587823585,0.12155221865108022,0.01818576492754685,0.015574673094482686,0.06121130883260064,0.08928689646863086,0.044074173548689595,0.042154892254636304,0.035161264553482716,0.08974903010060901,0.09399817683870261,0.07801092340179039,0.07001007112551742,0.06574731639390312
Nummer2,23,4,Static,Right,5,87,0.13206723352520108,0.12914324902216143,0.12159895632364624,0.018152629644214036,0.015561329345528237,0.06121136349567786,0.0892866986958304,0.04415292676595747,0.04219772926355157,0.03517874314127779,0.0897337364150184,0.09398986312363697,0.07797877740129047,0.07000612734611163,0.06578888146943979
Nummer2,23,5,Static,Right,6,105,0.1320949206025728,0.12921582683634383,0.12162414946876299,0.018146649663229777,0.015567335802892032,0.06120810617066987,0.08928623749492413,0.044134501186713374,0.04222709611138324,0.035187830893648485,0.08973553508504879,0.09398722587139177,0.07794407847296685,0.06997787543216781,0.06578178485720801
Nummer2,23,6,Static,Right,7,127,0.13208638695944405,0.12932225603120293,0.12177000589636199,0.018121996220063556,0.015536348541404366,0.061208758637959736,0.08928723866824417,0.04428611545394335,0.04235025538293718,0.03520550924216263,0.08973654288527051,0.09397479958478228,0.07789080026549987,0.06994969616803208,0.0658311280018807
Nummer2,23,7,Static,Right,8,143,0.13211572600565016,0.1294055624499967,0.12196293090115534,0.01808163753646229,0.015516998066636456,0.06120871034419868,0.0892868422221326,0.04430810042193186,0.04243238256332069,0.03517635248288257,0.08976541243151513,0.093974917015127,0.07777005997811753,0.06988130934663438,0.06585647419198815
Nummer2,23,8,Static,Right,9,160,0.1321194696061106,0.12948482863254676,0.12202375579369784,0.01807544414392066,0.015501181761401304,0.061208625029484175,0.08928673988896665,0.044378585703016726,0.04247293342824344,0.03519465178120104,0.08978785943544924,0.09397478798592729,0.0777689823644363,0.06987482572429068,0.06587989327556625
Nummer2,23,9,Static,Right,10,182,0.13194105901121148,0.1291656208555512,0.12213727187472305,0.018041039243901564,0.01548287098699725,0.06120650888590206,0.08928681669765144,0.044382059686319246,0.04256595858194665,0.035220243610741844,0.08977069779165127,0.09397671620672854,0.07773596741534769,0.06985026528940311,0.06592972567817948
Nummer2,23,10,Static,Right,11,205,0.13193564450140077,0.12926941528838135,0.1221734573710673,0.018025883723135357,0.0154485790608717,0.06120999757392571,0.08928762656717895,0.044421773872730524,0.04262257065217911,0.03525710644678607,0.08982124996346906,0.09396583867023153,0.07775227097648009,0.0698829060428944,0.06598293605925704
Nummer2,23,11,Static,Right,12,228,0.13193642791890342,0.12937122462897227,0.12217979187246952,0.01799490452878259,0.015425218669438707,0.06120537181489874,0.08928692698262156,0.04436349692032852,0.04262789518613363,0.03526889836669128,0.08986543097320575,0.09397320680385463,0.07775443252959931,0.06990049266636114,0.06603975956951998
Nummer2,23,12,Static,Right,13,249,0.13181459957834718,0.12934516369775867,0.12228476060818037,0.01797782205941537,0.015367754195066937,0.061211457465085765,0.08928778627001567,0.04448341633687773,0.04260615978940136,0.035292189801711046,0.08990317833091327,0.09397484653884773,0.07781898951412818,0.06996903825264424,0.0661543814573154
Nummer2,23,13,Static,Right,14,262,0.13187696842511953,0.12941880981526604,0.12235290974472175,0.017980873755187702,0.015368595804431832,0.061208942304209084,0.0892880941503402,0.04449729180523243,0.042634390261853145,0.03526853716841683,0.08989719900530817,0.09396889041060352,0.07778463123908211,0.069951759155864,0.06616614365368437
Nummer2,23,14,Static,Right,15,281,0.13185446842257562,0.1294745632392711,0.12238298756363156,0.01797270271828931,0.015340326104747523,0.06120982945573366,0.08928774921566796,0.04450719666525852,0.042590601310617884,0.03524230385488443,0.08992865844101092,0.09397335040318605,0.07781156227708057,0.06998100791643398,0.06621552568695652
Nummer2,23,15,Static,Right,16,297,0.1318091237699424,0.12959246884367934,0.12244418307539164,0.01795516822533271,0.015285136211365558,0.061208983891255654,0.08928779234027456,0.04452697025399327,0.04249930668846258,0.03519097395639967,0.08999312728203203,0.09398423676872636,0.077866312138177,0.07004051451124566,0.0663146190669901
Nummer2,23,16,Static,Right,17,314,0.13183838149036878,0.12957701857196746,0.12236870018922326,0.017957083727598955,0.015318017038768469,0.06121069349386602,0.08928813434045992,0.04437523706978921,0.04250823155578223,0.03516978045140457,0.08998841608229358,0.09397688492922077,0.07781308839134979,0.0699961492155105,0.066267486409249
Nummer2,23,17,Static,Right,18,330,0.1318684892231651,0.1297335480629432,0.12239168374117596,0.017952088457892448,0.015302902273751955,0.06121369471776719,0.08928744116615742,0.04447178901281128,0.0425261732701168,0.035122167885823924,0.08997501658793947,0.09395226220799567,0.07779598978096487,0.07001219648032755,0.06631039759343929
Nummer2,23,18,Static,Right,19,348,0.13185996321476803,0.1296995704888802,0.12232495546289801,0.01793967990238397,0.015312687353955922,0.0612121166436842,0.08928755054877471,0.044292731751383284,0.0425213709445027,0.03512321743519517,0.08996845473831368,0.09394226726026994,0.07769213388110792,0.06994363043194139,0.06628336073253979
Nummer2,23,19,Static,Right,20,365,0.13187052184244957,0.12985146137799142,0.12227334278165441,0.017921269458383866,0.015286027116291494,0.06121399014931147,0.08928657540750444,0.04418202717169049,0.0425333833241608,0.035150822835319215,0.09001434193504941,0.0939355027399118,0.07767555865907888,0.06994553127970361,0.06631083556252326
